ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,domain_length,has_special_characters,digits_in_domain,has_https,digits_count,status
1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,4,3,3,6,32,7,32,10.85714286,5.25,18.33333333,0,0,0,0,0,0,31,0.032258065,0.967741935,0,0,0,0.1,0,0.033333333,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,0,79,1016,1211946,0,1,2,36,0,0,0,23,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,188,0.946808511,0.053191489,0,1,0,0.3,0,0.0,0,1,61.53846154,0,100.0,0.0,0,0,0,57.14285714,0,0,0,1,1,0,50,2871,4772904,0,0,3,30,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,5,2,3,2,18,18,8,7.0,10.5,5.25,0,0,0,0,0,0,365,0.419178082,0.580821918,0,1,0,0.033018868,0,0.004716981,1,1,61.97183099,0,80.0,20.0,0,0,0,24.62311558,0,0,0,1,1,0,599,5245,0,0,1,4,35,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,74,0.891891892,0.108108108,0,0,0,0.25,0,0.125,0,0,88.88888889,0,33.33333333,66.66666667,0,0,0,28.57142857,0,0,0,1,1,1,0,-1,155748,0,0,4,29,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,40,0.7,0.3,0,0,0,0.0,0,0.0,0,1,25.0,0,50.0,50.0,0,0,0,28.57142857,0,0,0,0,1,0,0,5737,315377,0,0,3,23,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,2,3,10,3,10,10,9,5.375,10.0,4.714285714,1,0,0,0,0,0,7,0.857142857,0.142857143,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,64,302,83261,0,1,3,23,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,0,0,22,0.318181818,0.681818182,0,2,0,0.0,0,0.0,1,1,18.18181818,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,86,2835,0,0,1,2,32,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0,0,0,0,0,0,13,0.769230769,0.230769231,0,1,0,0.0,0,0.0,0,1,75.0,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,-1,3865872,0,0,2,23,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,8,3,8,8,3,5.5,8.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,272,-1,0,0,1,1,23,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,3,3,11,11,8,11,7.333333333,5.5,11.0,0,1,0,0,0,0,53,0.622641509,0.377358491,0,5,0,0.0,0,0.0,0,1,12.5,0,0.0,0.0,0,0,0,80.0,0,0,0,1,1,0,2804,8520,8,0,0,10,25,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,11,10,11,7.5,6.5,8.5,0,0,0,0,0,0,114,0.824561404,0.175438596,0,0,0,0.1,0,0.0,0,0,90.47619048,0,0.0,100.0,0,0,0,32.0,0,0,0,0,0,0,293,9205,690,0,0,6,26,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,51,0.607843137,0.392156863,0,0,0,0.25,0,0.0,0,1,66.66666667,0,11.11111111,88.88888889,0,0,0,25.0,0,0,0,1,0,0,297,1163,0,0,0,2,29,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,3,3,3,6,15,15,6,8.0,9.0,6.0,0,0,0,0,0,0,49,0.959183673,0.040816327,0,0,0,0.0,0,0.0,0,0,90.90909091,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,173,-1,399905,0,0,4,31,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,3,7,4,7,5.166666667,3.5,6.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,11262,54168,0,0,5,20,0,0,0,5,1
1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,13,7,3,6,3,40,6,40,12.23076923,6.0,13.36363636,1,0,0,0,0,0,28,0.892857143,0.107142857,0,1,0,0.0,0,0.0,0,1,87.5,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,247,1944,0,0,1,0,25,0,3,0,47,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,2,18,2,18,18,7,9.0,18.0,4.5,1,0,0,0,0,0,19,0.894736842,0.105263158,0,0,0,0.0,0,0.0,0,0,100.0,0,50.0,50.0,0,0,0,100.0,0,0,0,1,0,0,324,4058,0,0,1,3,30,0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,18,0.666666667,0.333333333,0,0,0,0.666666667,0,0.166666667,0,0,40.0,0,0.0,0.0,0,0,0,62.5,0,0,0,1,1,0,200,1991,4019018,0,0,2,29,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,4,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,74,0.554054054,0.445945946,0,2,0,0.0,0,0.0,0,1,47.05882353,0,50.0,50.0,0,0,0,84.61538462,0,0,0,1,1,0,282,3734,218434,0,0,4,32,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,10,10,32,32,10,32,21.0,10.0,32.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,246,5233,10313348,0,1,3,22,0,0,0,21,0
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,5,3,3,3,6,11,11,11,7.8,7.0,8.333333333,0,0,0,0,0,0,413,0.803874092,0.196125908,0,0,0,0.555555556,0,0.234567901,0,1,45.45454545,0,72.72727273,27.27272727,0,0,0,60.41666667,0,0,0,0,0,0,841,7559,1695,0,1,7,28,0,0,1,6,1
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7,0,2,5,2,14,5,14,6.428571429,5.0,6.666666667,0,0,0,0,0,0,43,0.813953488,0.186046512,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,38.46153846,0,0,0,0,0,0,164,-1,842241,0,0,4,17,0,0,1,6,1
1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,8,2,3,2,32,15,32,10.14285714,9.0,10.6,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,270,461,0,0,1,0,31,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,1,2,9,2,9,9,8,6.333333333,9.0,5.0,0,0,0,0,0,0,75,0.106666667,0.893333333,0,12,0,0.089552239,0,0.0,0,1,0.0,0,14.28571429,85.71428571,0,0,0,66.66666667,0,0,0,1,1,0,230,135,0,0,1,0,31,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,3,3,10,10,5,10,6.0,4.0,10.0,1,0,0,0,1,0,8,0.125,0.875,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,2430,1953,4365,0,1,3,23,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,4,11,4,87,16,87,21.33333333,13.5,25.25,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,0,0,948,7086,18263,0,1,3,40,0,1,0,9,0
0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,17,0.352941176,0.647058824,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,16.66666667,0,0,0,0,0,0,186,7485,93739,0,0,4,22,0,2,1,2,1
0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,7,3,3,3,5,8,8,7,6.0,5.5,6.2,0,0,0,0,0,0,342,0.897660819,0.102339181,0,0,0,0.085714286,0,0.057142857,0,0,40.90909091,0,93.33333333,6.666666667,0,0,0,70.42253521,0,0,0,1,1,1,0,8746,23386,0,1,4,26,0,0,0,4,1
0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,10,2,1,10,1,16,16,10,8.0,13.0,6.75,0,0,0,0,0,0,90,0.577777778,0.422222222,0,1,0,0.157894737,0,0.0,0,1,50.0,0,8.333333333,91.66666667,0,0,0,64.28571429,0,0,0,1,0,0,134,7615,2188,0,0,5,39,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,181,0.889502762,0.110497238,0,2,0,0.0,0,0.1,0,1,96.15384615,0,81.57894737,18.42105263,0,0,0,12.5,0,0,0,1,1,0,77,2479,2339837,0,0,4,29,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,10,13,10,14,14,10,12.33333333,13.5,10.0,0,0,0,0,0,0,7,0.0,1.0,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,250,2306,0,0,1,0,40,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,2,9,9,9,5.428571429,5.5,5.4,0,1,0,0,0,0,719,0.984700974,0.015299026,0,0,0,0.272727273,0,0.090909091,0,0,100.0,0,100.0,0.0,0,0,0,77.08333333,0,0,0,0,1,0,901,7134,13,0,0,7,25,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,5,5,0,4.333333333,4.333333333,0.0,0,0,0,0,0,0,79,0.860759494,0.139240506,0,0,0,0.0,0,0.0,0,0,90.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,570,4177,6075777,0,0,2,27,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,7,3,2,3,2,14,14,10,6.285714286,8.5,5.4,0,0,0,0,0,0,51,0.980392157,0.019607843,0,0,0,0.0,0,0.0,0,0,87.5,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,369,4378,73732,0,0,4,30,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,1,3,9,3,10,10,5,6.75,9.5,4.0,0,0,0,0,0,0,81,0.851851852,0.148148148,0,1,0,0.416666667,0,0.0,1,1,57.14285714,0,100.0,0.0,0,0,0,40.0,0,0,0,0,0,0,212,2344,233673,0,1,2,34,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,14,14,0,23,23,0,18.5,18.5,0.0,0,0,0,0,0,0,237,0.801687764,0.198312236,0,0,0,0.085106383,0,0.063829787,0,0,86.36363636,0,99.18699187,0.81300813,0,0,0,10.41666667,1,0,0,1,1,0,1793,-1,3986413,0,0,0,50,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,0,118,0.830508475,0.169491525,0,0,0,0.85,0,0.0,0,1,71.42857143,0,33.33333333,66.66666667,0,0,0,11.76470588,0,0,0,1,1,0,1309,4168,581435,0,0,4,34,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,9,2,1,2,1,46,17,46,10.0,9.666666667,10.16666667,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4,44,0,0,1,7,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,2,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0,0,0,0.0,0,0.0,0,0,100.0,0,80.0,20.0,0,0,0,100.0,0,0,0,1,0,0,77,5767,0,0,1,2,31,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,5,5,0,11,11,0,7.8,7.8,0.0,0,0,0,0,0,0,68,0.955882353,0.044117647,0,0,0,0.0,0,0.0,0,0,62.5,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,584,8181,178077,0,1,4,55,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,4,3,3,3,18,18,13,18,9.5,6.666666667,18.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,108,6831,0,1,1,0,34,0,1,0,3,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,5,6,6,5,4.666666667,4.5,5.0,0,0,0,0,0,0,41,0.902439024,0.097560976,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,50.0,0,0,0,0,0,0,39,6535,1326081,0,0,4,22,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,2,5,2,11,11,9,5.909090909,8.333333333,5.0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,589,7445,381,0,1,8,40,0,0,1,9,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,2,15,2,15,15,11,8.5,15.0,6.333333333,0,0,0,0,0,0,979,0.981613892,0.018386108,0,1,0,0.111111111,0,0.055555556,0,1,63.63636364,0,0.0,100.0,0,0,0,33.33333333,0,0,0,1,1,0,433,3584,250391,0,0,5,26,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,4,15,15,15,7.333333333,6.25,9.5,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,227,5616,0,0,1,5,41,0,5,1,5,0
0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,10,4,1,3,1,11,4,11,3.7,3.5,3.75,0,0,0,0,0,0,7,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,232,9265,8548,0,1,7,20,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,3,14,3,14,14,7,8.0,14.0,5.0,0,0,0,0,0,0,80,0.175,0.825,0,0,0,0.136363636,0,0.015151515,0,1,22.22222222,0,0.0,100.0,0,0,0,13.33333333,0,0,0,1,0,0,315,2606,0,0,1,0,26,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,3,0,12,12,1,2,1,9,9,8,5.416666667,5.0,5.555555556,0,1,0,0,0,0,104,0.913461538,0.086538462,0,1,0,0.333333333,0,0.0,0,1,62.5,0,100.0,0.0,0,0,0,83.33333333,0,0,0,0,0,0,1582,11566,374,0,1,6,29,0,0,0,12,1
1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,17,4,1,3,1,9,8,9,4.823529412,5.5,4.733333333,0,0,0,0,0,0,252,0.785714286,0.214285714,0,1,0,0.148148148,0,0.166666667,0,1,83.05084746,0,100.0,0.0,0,0,0,40.98360656,0,0,0,0,0,0,121,8278,6030,0,1,6,24,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,5,2,39,2,39,39,13,10.14285714,39.0,5.333333333,2,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,401,330,0,0,1,0,51,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,3,3,3,8,8,5,4.75,5.5,4.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,221,4161,0,0,1,0,24,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,2,5,2,14,14,8,5.076923077,9.333333333,3.8,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,585,7450,388,0,1,8,43,0,0,1,10,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,11,0.272727273,0.727272727,0,0,0,0.5,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,20.0,0,0,0,1,1,1,0,-1,4270990,0,0,3,32,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,4,1,1,16,21,3,21,8.4,1.666666667,18.5,1,0,0,0,1,0,34,0.205882353,0.794117647,0,0,0,0.0,0,0.037037037,1,1,6.25,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,37,3251,421761,0,0,4,18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,2,6,18,6,18,18,6,10.0,18.0,6.0,0,0,0,0,0,0,164,0.329268293,0.670731707,0,0,0,0.572727273,0,0.036363636,1,1,83.33333333,0,95.23809524,4.761904762,0,0,0,12.71186441,0,0,0,1,1,0,175,5669,0,0,1,0,32,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,2,3,2,9,9,6,4.166666667,6.0,3.25,2,0,0,0,0,0,389,0.989717224,0.010282776,0,1,0,0.0,0,0.0,0,1,71.42857143,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,1703,7427,193,0,0,7,26,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,5,7,5,7,7,7,6.333333333,7.0,6.0,0,0,0,0,0,0,5,0.8,0.2,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,100.0,0,0,1,0.0,0,0,0,0,0,0,3109,6753,2305,0,1,8,20,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3,3,11,11,3,11,7.0,3.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,0,1,6,14,0,0,0,3,0
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,33,3,3,3,14,14,13,7.142857143,8.5,6.6,0,0,0,0,0,0,6,0.166666667,0.833333333,0,1,0,0.0,0,1.0,0,1,0.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,170,4212,0,0,1,0,30,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,13,8,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0,58,0,0,0,15,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,100,0.52,0.48,0,3,0,0.0,0,0.0,0,1,65.2173913,0,40.0,60.0,0,0,0,40.42553191,0,0,0,1,0,0,220,3433,375480,0,0,6,33,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,4,3,3,4,16,16,12,8.75,9.5,8.0,0,0,0,0,0,0,66,0.954545455,0.045454545,0,0,0,0.0,0,0.666666667,0,0,100.0,0,100.0,0.0,0,0,0,50.0,0,0,0,1,0,0,-1,-1,608816,0,0,5,32,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,16,4,2,3,2,11,5,11,5.625,4.0,5.857142857,0,0,0,1,0,0,22,0.227272727,0.772727273,0,2,0,0.058823529,0,0.0,0,1,23.07692308,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,207,1620,2363,0,1,4,22,0,0,1,6,0
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,11,3,3,3,5,13,13,12,8.909090909,8.0,9.111111111,0,0,0,0,0,0,187,0.786096257,0.213903743,0,0,0,0.225,0,0.075,0,0,75.0,0,20.0,80.0,0,0,0,9.677419355,0,0,0,1,1,0,1201,5738,8550,0,0,6,29,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,62,0.870967742,0.129032258,0,0,0,0.25,0,0.125,1,0,95.0,0,100.0,0.0,0,0,0,25.0,0,0,0,0,0,0,838,8658,2185334,0,0,4,29,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,4,10,10,8,6.4,6.5,6.333333333,0,0,0,0,0,0,50,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,497,7403,2112,0,0,6,26,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,7,1,2,4,2,9,9,8,5.142857143,6.5,4.6,0,1,0,0,0,0,36,0.916666667,0.083333333,0,0,0,0.333333333,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,50.0,0,0,0,0,0,0,285,10674,23,0,1,8,27,0,0,1,6,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,83,0.180722892,0.819277108,0,3,0,0.0,0,0.058823529,0,1,20.0,0,0.0,100.0,0,0,0,54.54545455,0,0,0,1,1,0,198,1262,0,0,0,3,30,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,24,24,14,10.0,13.66666667,6.333333333,1,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,263,3024,0,0,1,0,56,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,3,3,3,9,9,7,5.5,6.0,5.0,0,0,0,0,0,2,56,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,2648,-1,0,0,1,0,24,0,2,0,3,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,4,9,9,7,5.5,5.5,5.5,0,1,0,0,0,0,384,0.903645833,0.096354167,0,0,0,0.756756757,0,0.054054054,0,0,100.0,0,100.0,0.0,0,0,0,64.0776699,0,0,0,0,0,0,901,7134,12,0,0,7,25,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,8,10,1,3,1,72,3,72,20.875,3.0,23.42857143,1,0,0,0,0,0,12,0.666666667,0.333333333,0,1,0,0.0,0,0.0,0,1,66.66666667,0,0.0,0.0,0,0,0,80.0,0,0,0,0,0,1,0,736,0,0,1,2,18,0,0,1,88,0
0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,3,3,3,3,15,15,7,5.571428571,9.0,4.2,1,0,0,0,0,0,78,0.384615385,0.615384615,0,2,0,0.041666667,0,0.020833333,0,1,18.75,0,28.57142857,71.42857143,0,0,0,21.05263158,0,0,0,1,1,0,412,5795,0,0,1,1,30,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,5,1,1,4,12,11,12,7.0625,4.6,8.181818182,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,0,0,952,7083,17964,0,1,3,39,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,30,0.366666667,0.633333333,0,1,0,0.105263158,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,44.44444444,0,0,0,1,1,0,115,980,0,0,0,2,26,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,2,5,6,5,11,11,10,7.8,8.5,7.625,0,0,0,0,0,0,18,0.222222222,0.777777778,0,0,0,0.142857143,0,0.0,0,0,100.0,0,0.0,100.0,0,0,0,84.61538462,0,0,0,1,0,0,0,5257,2368887,0,0,1,29,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,0,0,22,0.318181818,0.681818182,0,2,0,0.0,0,0.066666667,1,1,18.18181818,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,86,2835,0,0,1,2,33,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,0,0,258,0.976744186,0.023255814,0,0,0,0.0,0,0.0,0,0,97.34513274,0,100.0,0.0,0,0,0,25.0,0,0,0,0,1,0,121,8645,3133254,0,0,4,23,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,1,6,6,0,8,8,0,7.0,7.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,201,164,0,0,1,0,28,0,0,1,0,0
